"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"05/27/2020","CA","Ventura County","Under investigation","A 63-year-old woman died in a mobile home fire.","Female","63","Unknown","","N","1 & 2 family mobile","Not reported","https://www.vcstar.com/story/news/local/communities/simi-valley/2020/05/27/mobile-home-blaze-sparks-brush-fire-box-canyon/5271444002/"
"05/16/2020","CA","Iona","Under investigation","One person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.winknews.com/2020/05/16/1-dead-in-fire-at-indian-creek-mobile-home-community/"
"05/10/2020","CA","Sacramento","Under investigation","A woman who was elderly died in a mobile home fire.","Female","Unknown","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.kcra.com/article/coronavirus-sacramento-california-latest-numbers-safety-information-may/32433129"
"05/02/2020","CA","Denair","Under investigation","One person found deceased after trailer fire.","Unknown","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.turlockjournal.com/news/local/fatal-fire-denair/"
"05/01/2020","CA","Santa Maria","Under investigation","A 65-year-old woman was found deceased Friday in an apartment fire.","Female","65","Older adults (65 and older)","","N","Multifamily","Not reported","https://santamariatimes.com/news/local/crime-and-courts/santa-maria-woman-found-dead-in-structure-fire-reported-on-west-carmen-lane/article_3093799c-45fc-54ab-8b2a-c60bc9690999.html"
"04/24/2020","CA","Fresno","Under investigation","A 71-year-old man died in an apartment fire.","Male","71","Older adults (65 and older)","","N","Multifamily","Not reported","https://abc30.com/update-man-killed-in-northwest-fresno-apartment-fire/6128315/"
"04/22/2020","CA","Sacramento","Under investigation","One person died in a RV fire.","Unknown","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://sacramento.cbslocal.com/video/4524526-one-person-killed-in-rv-fire/"
"04/21/2020","CA","Los Angeles","Under investigation","A 71-year-old woman died in a house fire.","Female","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.sacbee.com/news/california/article242168806.html"
"04/20/2020","CA","Rossmoor","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.dailynews.com/2020/04/20/firefighters-battle-rossmoor-house-fire-with-person-possibly-trapped/"
"04/19/2020","CA","Covina","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.sgvtribune.com/2020/04/19/covina-house-fire-leaves-1-woman-dead/"
"04/19/2020","CA","Fresno","Under investigation","A woman died in an house fire.","Female","64","Unknown","","N","Multifamily","Not reported","https://abc30.com/fire-fresno-woman-killed-east-central-peachwood-apartments/6113686/"
"04/16/2020","CA","Walnut","Under investigation","Two people in their 20s died in a house fire.","Unknown","20","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.nbclosangeles.com/news/local/two-killed-in-walnut-house-fire/2347301/"
"04/16/2020","CA","Walnut","Under investigation","Two people in their 20s died in a house fire.","Unknown","20","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://www.nbclosangeles.com/news/local/two-killed-in-walnut-house-fire/2347301/"
"04/16/2020","CA","Pomona","Under investigation","A 17-year-old girl and a 13-year-old girl died in an apartment fire.","Female","13","Children (14 and under)","1 of 2","N","Multifamily","Not reported","https://www.dailybulletin.com/2020/04/21/2nd-sister-dies-from-last-weeks-pomona-fire/"
"04/16/2020","CA","Pomona","Under investigation","A 17-year-old girl and a 13-year-old girl died in an apartment fire.","Female","17","Unknown","2 of 2","N","Multifamily","Not reported","https://www.dailybulletin.com/2020/04/21/2nd-sister-dies-from-last-weeks-pomona-fire/"
"04/16/2020","CA","Joshua Tree","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.sbsun.com/2020/04/17/1-found-dead-after-firefighters-put-out-rv-fire-in-joshua-tree/"
"04/13/2020","CA","Oildale","Under investigation","A 72-year-old woman died while fighting a mobile home fire.","Female","72","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://www.bakersfield.com/news/woman-who-died-in-fire-in-north-bakersfield-identified/article_078296a2-803a-11ea-8177-2bb741cc0bab.html"
"04/08/2020","CA","Fresno","Other heat
","An 88-year old man with limited abilities died in a house fire.","Male","88","Older adults (65 and older)","","Y","Not reported","Present and working","https://abc30.com/at-least-1-dead-in-west-central-fresno-house-fire/6086571/"
"04/03/2020","CA","West Covina","Under investigation","A 75-year-old man and a woman died in a house fire.","Male","75","Older adults (65 and older)","1 of 2","N","1 & 2 family
","Not reported","https://mynewsla.com/crime/2020/04/06/man-found-dead-in-west-covina-fire-idd-woman-not-yet-idd/"
"04/03/2020","CA","West Covina","Under investigation","A 75-year-old man and a woman died in a house fire.","Female","Unknown","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://mynewsla.com/crime/2020/04/06/man-found-dead-in-west-covina-fire-idd-woman-not-yet-idd/"
"04/03/2020","CA","South Placer","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://sacramento.cbslocal.com/2020/04/03/loomis-south-placer-co-fire-1-dead/"
"03/31/2020","CA","Redding","Under investigation","A 51-year-old man died in a detached garage near the house.","Male","51","Unknown","","N","Other","Not reported","https://krcrtv.com/news/local/redding-fatal-house-fire-victim-positively-identified-by-shasta-county-coroner"
"03/09/2020","CA","Vernalis","Under investigation","A man died in a RV fire.","Male","56","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.recordnet.com/news/20200310/motor-home-fire-kills-man-dog-near-vernalis"
"03/06/2020","CA","Oakley","Under investigation","A woman was killed in a residential structure fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.nbcbayarea.com/news/local/east-bay/woman-killed-in-residential-structure-fire-in-oakley/2249815/"
"03/05/2020","CA","Fresno County","Under investigation","One person died in an RV fire.","Unknown","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.yourcentralvalley.com/news/top-stories/person-missing-after-rv-fire-in-fresno-county/"
"02/29/2020","CA","Davis","Under investigation","A person died in a structure fire.","Unknown","Unknown","Unknown","","N","Not reported","Not reported","https://fox40.com/news/local-news/structure-fire-in-davis-leaves-one-person-dead/"
"02/29/2020","CA","Modesto","Under investigation","An 18-month-old child died in a house fire.","Unknown","1","Children (14 and under)","","N","1 & 2 family
","Not reported","https://www.modbee.com/news/local/article240771881.html"
"02/26/2020","CA","Pittsburg","Under investigation","After an explosion inside the home, a male victim was located with burns over much of his body and died at the hospital.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/california/concord-ca/1-dead-explosion-east-bay-home-con-fire"
"02/19/2020","CA","Shingle Springs","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://fox40.com/news/local-news/person-found-dead-following-fire-in-shingle-springs/"
"02/17/2020","CA","Salem","Under investigation","One person injured in this fire, died on 2/20.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.statesmanjournal.com/story/news/2020/02/21/salem-resident-dead-hospital-lancaster-apartment-fire/4836549002/"
"02/10/2020","CA","Oakland","Under investigation","A man died in a house fire.","Unknown","Unknown","Unknown","","N","Not reported","Not reported","https://www.mercurynews.com/2020/02/10/one-man-killed-another-injured-in-oakland-house-fire/"
"02/10/2020","CA","Bodega","Heating","A 77-year-old man died in a house fire.","Male","77","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.pressdemocrat.com/news/local/10692944-181/man-dies-in-bodega-house?sba=AAS"
"02/09/2020","CA","Vacaville","Under investigation","A 91-year-old woman and a 92-year-old man died in a house fire.","Female","92","Older adults (65 and older)","1 of 2","N","Not reported","Not reported","https://www.thereporter.com/2020/02/10/senior-couple-killed-in-house-fire/"
"02/09/2020","CA","Vacaville","Under investigation","A 91-year-old woman and a 92-year-old man died in a house fire.","Female","91","Older adults (65 and older)","2 of 2","N","Not reported","Not reported","https://www.thereporter.com/2020/02/10/senior-couple-killed-in-house-fire/"
"02/07/2020","CA","Los Angeles","Other heat
","One man died in a hotel fire.","Male","Unknown","Unknown","","N","Hotel/motel","Not reported","https://www.latimes.com/california/story/2020-02-07/one-killed-three-critically-injured-in-fire-at-mid-city-hotel"
"02/04/2020","CA","Alamance County","Under investigation","A female died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.thetimesnews.com/news/20200205/fire-claims-alamance-county-firefighters-daughter"
"02/02/2020","CA","Arcata","Under investigation","One person died during an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.northcoastjournal.com/NewsBlog/archives/2020/02/02/one-killed-in-arcata-apartment-fire"
"02/01/2020","CA","Walnut Creek","Under investigation","An adult male died during his apartment fire.","Male","73","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.nbcbayarea.com/news/local/east-bay/man-who-died-in-walnut-creek-condo-fire-identified/2226208/"
"01/29/2020","CA","Los Angeles","Under investigation","A 19-year-old male died as result of critical injuries received during an apartment fire in a high-rise building.","Male","19","Unknown","","N","Multifamily","Not reported","https://www.nbcnews.com/news/us-news/19-year-old-man-injured-los-angeles-high-rise-fire-n1128146"
"01/28/2020","CA","Modesto","Under investigation","A 54-year-old man died in a house fire.","Male","54","Unknown","","N","1 & 2 family
","Not reported","https://www.modbee.com/latest-news/article239714183.html"
"01/20/2020","CA","Sunnyvale","Under investigation","A 71-year-old man and a 67-year-old woman died in a mobile home fire.","Male","71","Older adults (65 and older)","1 of 2","N","1 & 2 family mobile","Not reported","https://www.mercurynews.com/2020/02/14/authorities-id-man-killed-in-sunnyvale-mobile-home-fire/"
"01/20/2020","CA","Sunnyvale","Under investigation","A 71-year-old man and a 67-year-old woman died in a mobile home fire.","Female","67","Older adults (65 and older)","2 of 2","N","1 & 2 family mobile","Not reported","https://www.mercurynews.com/2020/02/14/authorities-id-man-killed-in-sunnyvale-mobile-home-fire/"
"01/05/2020","CA","South Los Angeles","Under investigation","A woman died in a converted garage fire.","Female","Unknown","Unknown","","N","Other","Not reported","https://www.nbclosangeles.com/news/woman-found-dead-in-detached-garage-fire-in-south-l-a/2285525/"
"01/03/2020","CA","Encinitas","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.sandiegouniontribune.com/news/public-safety/story/2020-01-03/crews-battle-house-fire-in-encinitas"
"12/31/2019","CA","Riverside County","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.pe.com/2020/01/01/one-person-dies-in-winchester-house-fire-on-new-years-eve/"
"12/28/2019","CA","Oakland","Smoking","A 62-year-old man died in an apartment fire.","Male","62","Unknown","","N","Multifamily","Not reported","https://www.sfgate.com/news/bayarea/article/Man-Killed-In-Fire-Saturday-Identified-14940117.php"
"12/27/2019","CA","Hemet","Appliances","A 41-year-old man, 12-year-old girl, 8-year-old boy and a 4-year-old girl died in an apartment fire.","Male","41","Unknown","1 of 4","N","Multifamily","Not reported","https://mynorthwest.com/1654138/3-die-1-badly-hurt-in-southern-california-apartment-fire/"
"12/27/2019","CA","Hemet","Appliances","A 41-year-old man, 12-year-old girl, 8-year-old boy and a 4-year-old girl died in an apartment fire.","Female","12","Children (14 and under)","2 of 4","N","Multifamily","Not reported","https://mynorthwest.com/1654138/3-die-1-badly-hurt-in-southern-california-apartment-fire/"
"12/27/2019","CA","Hemet","Appliances","A 41-year-old man, 12-year-old girl, 8-year-old boy and a 4-year-old girl died in an apartment fire.","Female","4","Children (14 and under)","3 of 4","N","Multifamily","Not reported","https://mynorthwest.com/1654138/3-die-1-badly-hurt-in-southern-california-apartment-fire/"
